run,time_hr,glucose,remote_insulin,insulin,baseline_command,requested_command,delivered_command,disturbance,attack_active,attack_name,blocked,mode,reason
baseline,20.000000,113.348249,0.095003495,53.455680,28.980624,28.980624,28.980624,5.731115,0,,0,NORMAL,
baseline,20.166667,110.442282,0.094585931,51.815006,29.571549,29.571549,29.571549,5.451605,0,,0,NORMAL,
baseline,20.333333,108.484334,0.093857918,51.409040,30.469948,30.469948,30.469948,5.185728,0,,0,NORMAL,
baseline,20.500000,106.865043,0.093271010,51.565937,31.084676,31.084676,31.084676,4.932817,0,,0,NORMAL,
baseline,20.666667,105.266723,0.092933203,51.865984,31.397102,31.397102,31.397102,4.692240,0,,0,NORMAL,
baseline,20.833333,103.595717,0.092803029,52.136588,31.532234,31.532234,31.532234,4.463397,0,,0,NORMAL,
baseline,21.000000,101.866708,0.092807542,52.342259,31.595579,31.595579,31.595579,4.245715,0,,0,NORMAL,
baseline,21.166667,100.123950,0.092888626,52.497507,31.642094,31.642094,31.642094,4.038649,0,,0,NORMAL,
baseline,21.333333,98.406030,0.093010352,52.622836,31.689618,31.689618,31.689618,3.841681,0,,0,NORMAL,
baseline,21.500000,96.737559,0.093152675,52.730767,31.738285,31.738285,31.738285,3.654320,0,,0,NORMAL,
baseline,21.666667,95.131813,0.093303992,52.825785,31.783353,31.783353,31.783353,3.476097,0,,0,NORMAL,
baseline,21.833333,93.595302,0.093456439,52.907952,31.820768,31.820768,31.820768,3.306566,0,,0,NORMAL,
baseline,22.000000,92.131066,0.093603763,52.975900,31.848385,31.848385,31.848385,3.145303,0,,0,NORMAL,
baseline,22.166667,90.740397,0.093740677,53.028344,31.865511,31.865511,31.865511,2.991905,0,,0,NORMAL,
baseline,22.333333,89.423547,0.093862769,53.064548,31.872213,31.872213,31.872213,2.845988,0,,0,NORMAL,
baseline,22.500000,88.179998,0.093966526,53.084299,31.868847,31.868847,31.868847,2.707187,0,,0,NORMAL,
baseline,22.666667,87.008593,0.094049296,53.087750,31.855842,31.855842,31.855842,2.575156,0,,0,NORMAL,
baseline,22.833333,85.907644,0.094109208,53.075282,31.833638,31.833638,31.833638,2.449564,0,,0,NORMAL,
baseline,23.000000,84.875055,0.094145052,53.047412,31.802671,31.802671,31.802671,2.330098,0,,0,NORMAL,
baseline,23.166667,83.908431,0.094156165,53.004745,31.763385,31.763385,31.763385,2.216457,0,,0,NORMAL,
baseline,23.333333,83.005178,0.094142328,52.947945,31.716232,31.716232,31.716232,2.108359,0,,0,NORMAL,
baseline,23.500000,82.162589,0.094103676,52.877713,31.661671,31.661671,31.661671,2.005534,0,,0,NORMAL,
baseline,23.666667,81.377905,0.094040626,52.794779,31.600161,31.600161,31.600161,1.907723,0,,0,NORMAL,
baseline,23.833333,80.648363,0.093953813,52.699882,31.532160,31.532160,31.532160,1.814682,0,,0,NORMAL,
baseline,24.000000,79.971235,0.093844042,52.593767,31.458114,31.458114,31.458114,1.726179,0,,0,NORMAL,
